,age,status,sex,body_type,drinks,height,New_Pets,New_Job,New_Education,New_religion,New_sign,New_smokes,Cluster
25695,21.0,single,f,a_little_extra,socially,165.1,Likes_Boths,Student,Graduate_Degree,agnosticism,Virgo,No,2
25696,31.0,seeing someone,m,fit,socially,190.5,Only_Dog,Active_working,Graduate_Degree,islam,Aries,No,4
25698,28.0,single,f,average,socially,160.02,Only_Dog,Active_working,Graduate_Degree,buddhism,Taurus,No,2
25699,51.0,single,f,curvy,socially,165.1,Likes_Boths,Active_working,Graduate_Degree,other,Cancer,No,0
25702,26.0,single,m,average,socially,177.8,Likes_Boths,Active_working,High_School,agnosticism,Aries,Yes,3
25708,21.0,single,f,curvy,socially,172.72,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Virgo,No,3
25710,32.0,single,m,rather_not_say,socially,170.18,Only_Dog,Active_working,Postgraduate_degree,judaism,Aquarius,Yes,3
25712,24.0,single,f,curvy,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Pisces,No,2
25715,42.0,single,f,curvy,rarely,172.72,Likes_Boths,Active_working,High_School,agnosticism,Virgo,Yes,1
25719,27.0,single,f,fit,rarely,165.1,Only_Dog,Active_working,Graduate_Degree,judaism,Libra,No,2
25721,29.0,single,f,average,socially,160.02,Only_Dog,Active_working,Graduate_Degree,catholicism,Gemini,No,2
25724,29.0,single,f,athletic,socially,165.1,Likes_Boths,Active_working,Postgraduate_degree,judaism,Aries,No,2
25725,25.0,single,f,fit,socially,154.94,Likes_Boths,Active_working,Graduate_Degree,catholicism,Cancer,Yes,2
25730,26.0,single,f,fit,socially,160.02,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Aquarius,No,2
25733,38.0,available,m,average,often,177.8,Likes_Boths,Active_working,Graduate_Degree,atheism,Pisces,Yes,4
25734,32.0,single,m,a_little_extra,socially,180.34,Likes_Boths,Active_working,High_School,agnosticism,Pisces,Yes,4
25742,28.0,seeing someone,f,a_little_extra,socially,160.02,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Sagittarius,No,2
25743,45.0,single,f,athletic,often,170.18,Only_Dog,Active_working,Graduate_Degree,judaism,Sagittarius,No,0
25744,20.0,single,f,average,very often,160.02,Likes_Boths,Student,Graduate_Degree,other,Leo,Yes,2
25747,33.0,single,f,thin,socially,162.56,Only_Dog,Active_working,Postgraduate_degree,christianity,Pisces,No,2
25750,38.0,single,f,fit,rarely,162.56,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Aquarius,Yes,2
25755,24.0,single,f,full_figured,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,atheism,Leo,No,2
25756,35.0,single,f,fit,often,175.26,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Taurus,No,3
25758,47.0,single,f,curvy,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,other,Aries,No,0
25762,33.0,single,f,thin,socially,165.1,Only_Dog,Active_working,Graduate_Degree,catholicism,Gemini,No,2
25763,26.0,single,m,fit,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Scorpio,No,3
25766,23.0,single,m,athletic,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,catholicism,Capricorn,No,3
25767,34.0,single,f,thin,socially,152.4,Only_Cat,Active_working,Postgraduate_degree,buddhism,Cancer,Yes,2
25769,47.0,single,m,average,socially,180.34,Likes_Boths,Active_working,Postgraduate_degree,atheism,Taurus,No,1
25773,26.0,single,m,fit,socially,182.88,Likes_Boths,Active_working,Postgraduate_degree,other,Cancer,No,4
25774,28.0,single,m,a_little_extra,socially,187.96,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Sagittarius,Yes,4
25776,40.0,single,f,curvy,socially,152.4,Only_Cat,Active_working,Graduate_Degree,atheism,Sagittarius,Yes,2
25777,47.0,single,f,average,rarely,175.26,Likes_Boths,Active_working,Postgraduate_degree,other,Gemini,No,0
25779,48.0,single,f,fit,socially,162.56,Likes_Boths,Active_working,Postgraduate_degree,buddhism,Virgo,No,0
25780,31.0,single,f,fit,socially,165.1,Only_Dog,Active_working,Postgraduate_degree,catholicism,Taurus,No,2
25781,40.0,single,m,athletic,socially,187.96,Likes_Boths,Active_working,High_School,other,Virgo,Yes,1
25782,44.0,single,f,fit,socially,154.94,Likes_Boths,Active_working,Postgraduate_degree,atheism,Leo,No,0
25788,35.0,single,m,fit,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,other,Cancer,Yes,1
25793,30.0,seeing someone,m,a_little_extra,socially,177.8,Likes_Boths,Active_working,High_School,buddhism,Sagittarius,Yes,3
25797,35.0,single,f,fit,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Libra,No,2
25801,40.0,single,f,curvy,socially,157.48,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Taurus,No,2
25805,21.0,single,f,curvy,socially,170.18,Likes_Boths,Active_working,High_School,agnosticism,Leo,No,2
25806,44.0,single,m,fit,socially,160.02,Likes_Boths,Student,Graduate_Degree,buddhism,Aquarius,No,0
25807,32.0,single,f,curvy,socially,160.02,Only_Cat,Active_working,Postgraduate_degree,other,Aquarius,No,2
25809,27.0,single,m,athletic,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,christianity,Sagittarius,No,4
25810,54.0,single,m,a_little_extra,rarely,180.34,Only_Dog,Active_working,Graduate_Degree,catholicism,Sagittarius,No,1
25815,24.0,single,m,athletic,socially,170.18,Only_Dog,Active_working,Graduate_Degree,atheism,Cancer,No,3
25816,25.0,single,m,athletic,socially,187.96,Only_Dog,Active_working,Graduate_Degree,buddhism,Aquarius,Yes,4
25822,45.0,available,m,fit,socially,187.96,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Leo,No,1
25823,27.0,single,f,a_little_extra,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,catholicism,Gemini,No,2
25825,44.0,single,m,skinny,socially,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,catholicism,Aquarius,Yes,1
25827,29.0,single,m,average,socially,193.04,Likes_Boths,Active_working,Postgraduate_degree,other,Leo,Yes,4
25828,33.0,single,f,average,not at all,162.56,Only_Cat,Active_working,Postgraduate_degree,atheism,Sagittarius,Yes,2
25829,36.0,single,f,curvy,socially,152.4,Likes_Boths,Active_working,Postgraduate_degree,other,Pisces,No,2
25832,36.0,single,f,fit,socially,187.96,Likes_Boths,Active_working,Graduate_Degree,other,Pisces,No,4
25833,32.0,single,m,athletic,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,other,Aries,No,4
25834,36.0,single,f,athletic,socially,167.64000000000001,Only_Dog,Active_working,Postgraduate_degree,atheism,Capricorn,No,2
25835,24.0,single,m,athletic,socially,187.96,Likes_Boths,Active_working,Graduate_Degree,christianity,Libra,No,4
25837,34.0,single,m,fit,socially,187.96,Only_Dog,Active_working,Graduate_Degree,atheism,Gemini,No,4
25843,38.0,single,m,thin,socially,172.72,Likes_Boths,Active_working,Graduate_Degree,atheism,Aries,No,3
25850,24.0,single,m,average,socially,177.8,Only_Dog,Active_working,High_School,atheism,Leo,No,3
25852,28.0,single,m,average,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,judaism,Pisces,Yes,3
25854,34.0,available,m,thin,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,other,Aquarius,Yes,3
25855,29.0,single,m,average,not at all,175.26,Likes_Boths,Active_working,High_School,christianity,Cancer,No,3
25858,47.0,available,m,fit,often,185.42000000000002,Only_Dog,Active_working,High_School,atheism,Aquarius,No,1
25859,46.0,single,m,average,rarely,185.42000000000002,Likes_Boths,Active_working,Postgraduate_degree,buddhism,Libra,No,1
25860,28.0,single,m,fit,socially,187.96,Likes_Boths,Active_working,High_School,other,Gemini,Yes,4
25861,33.0,single,m,average,socially,177.8,Only_Dog,Active_working,Graduate_Degree,catholicism,Capricorn,Yes,3
25863,21.0,single,m,athletic,socially,165.1,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Pisces,No,2
25866,28.0,available,m,fit,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,atheism,Leo,No,3
25868,31.0,single,m,average,socially,172.72,Likes_Boths,Active_working,Graduate_Degree,christianity,Capricorn,No,3
25887,31.0,single,m,overweight,socially,177.8,Only_Dog,Active_working,Graduate_Degree,catholicism,Libra,Yes,3
25890,24.0,single,f,average,socially,165.1,Likes_Boths,Active_working,Postgraduate_degree,catholicism,Scorpio,No,2
25892,43.0,single,f,fit,socially,160.02,Only_Dog,Active_working,Postgraduate_degree,other,Taurus,No,0
25899,45.0,single,m,athletic,rarely,177.8,Likes_Boths,Active_working,High_School,catholicism,Capricorn,Yes,1
25901,26.0,single,f,average,socially,180.34,Only_Dog,Active_working,Graduate_Degree,catholicism,Virgo,No,3
25902,24.0,single,f,curvy,socially,165.1,Only_Cat,Active_working,Graduate_Degree,catholicism,Taurus,No,2
25906,36.0,single,m,fit,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Libra,No,2
25907,45.0,single,m,athletic,often,172.72,Likes_Boths,Active_working,High_School,atheism,Taurus,No,1
25910,24.0,single,m,fit,socially,175.26,Only_Dog,Active_working,Graduate_Degree,christianity,Gemini,No,3
25912,31.0,single,m,average,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Libra,No,3
25913,22.0,single,m,skinny,very often,177.8,Likes_Boths,Student,Graduate_Degree,atheism,Gemini,Yes,4
25914,22.0,single,m,skinny,socially,180.34,Likes_Boths,Student,Graduate_Degree,atheism,Leo,No,4
25917,51.0,single,m,a_little_extra,socially,175.26,Likes_Boths,Active_working,High_School,christianity,Gemini,No,1
25918,28.0,single,m,fit,socially,182.88,Only_Dog,Active_working,Graduate_Degree,other,Aquarius,Yes,4
25922,22.0,single,f,fit,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,christianity,Sagittarius,No,2
25923,27.0,available,f,curvy,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,christianity,Pisces,Yes,4
25924,40.0,single,m,athletic,socially,190.5,Likes_Boths,Active_working,Postgraduate_degree,other,Virgo,No,1
25925,19.0,single,f,fit,socially,180.34,Only_Dog,Active_working,High_School,catholicism,Cancer,No,4
25926,49.0,single,m,fit,not at all,177.8,Don't_Like_it,Active_working,Graduate_Degree,atheism,Leo,No,1
25932,26.0,single,m,average,socially,177.8,Only_Dog,Active_working,Graduate_Degree,catholicism,Libra,No,3
25936,42.0,single,f,thin,not at all,167.64000000000001,Only_Cat,Student,Graduate_Degree,agnosticism,Capricorn,No,0
25937,43.0,single,m,average,socially,177.8,Likes_Boths,Active_working,Postgraduate_degree,other,Sagittarius,No,1
25939,34.0,single,m,fit,very often,187.96,Likes_Boths,Active_working,Postgraduate_degree,islam,Scorpio,Yes,4
25940,50.0,single,f,fit,socially,175.26,Only_Dog,Active_working,Postgraduate_degree,other,Taurus,No,1
25941,27.0,single,f,average,socially,157.48,Only_Dog,Active_working,Graduate_Degree,christianity,Leo,No,2
25943,24.0,single,m,skinny,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Leo,No,3
25945,28.0,single,m,skinny,socially,172.72,Only_Dog,Active_working,Graduate_Degree,buddhism,Leo,Yes,3
25946,28.0,single,m,average,socially,187.96,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Gemini,No,4
25947,54.0,single,f,fit,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,buddhism,Gemini,No,0
25948,33.0,single,f,curvy,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,other,Leo,Yes,2
25949,22.0,single,m,athletic,socially,165.1,Only_Dog,Active_working,Graduate_Degree,christianity,Pisces,No,2
25951,43.0,single,m,fit,rarely,193.04,Only_Dog,Active_working,Postgraduate_degree,christianity,Libra,No,1
25956,27.0,single,m,fit,socially,180.34,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Leo,No,3
25958,52.0,single,m,athletic,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,other,Aries,No,1
25960,36.0,single,f,athletic,socially,170.18,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Cancer,No,2
25967,30.0,single,m,athletic,socially,170.18,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Cancer,No,3
25969,21.0,single,m,athletic,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,atheism,Leo,Yes,4
25970,22.0,single,m,average,rarely,162.56,Only_Dog,Student,Graduate_Degree,christianity,Virgo,No,2
25972,20.0,single,m,fit,not at all,165.1,Likes_Boths,Student,Graduate_Degree,christianity,Cancer,No,2
25980,22.0,single,f,average,very often,177.8,Likes_Boths,Student,Graduate_Degree,agnosticism,Virgo,Yes,3
25981,32.0,single,m,athletic,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,christianity,Taurus,No,3
25983,29.0,single,m,fit,not at all,182.88,Likes_Boths,Active_working,Postgraduate_degree,other,Taurus,No,4
25984,29.0,single,f,fit,socially,162.56,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Scorpio,Yes,2
25985,25.0,single,f,athletic,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Aquarius,No,2
25991,51.0,single,f,fit,socially,152.4,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Libra,No,0
25993,55.0,single,m,fit,socially,177.8,Only_Dog,Active_working,Graduate_Degree,catholicism,Sagittarius,No,1
25995,26.0,single,f,fit,rarely,154.94,Only_Cat,Active_working,Postgraduate_degree,other,Virgo,No,2
26000,21.0,seeing someone,m,average,often,172.72,Likes_Boths,Active_working,Graduate_Degree,other,Pisces,No,3
26004,24.0,single,m,used_up,socially,172.72,Only_Dog,Student,Postgraduate_degree,catholicism,Virgo,No,3
26008,36.0,single,m,fit,socially,180.34,Only_Dog,Active_working,Graduate_Degree,christianity,Scorpio,No,1
26010,31.0,single,m,average,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Leo,No,3
26012,47.0,single,f,a_little_extra,not at all,162.56,Only_Dog,Active_working,Graduate_Degree,other,Capricorn,No,0
26016,27.0,single,m,average,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,judaism,Aquarius,Yes,4
26017,37.0,single,m,athletic,rarely,165.1,Likes_Boths,Active_working,Graduate_Degree,atheism,Taurus,No,2
26019,25.0,single,f,average,socially,154.94,Only_Dog,Active_working,Graduate_Degree,judaism,Aries,No,2
26023,44.0,single,m,a_little_extra,socially,180.34,Only_Cat,Active_working,Graduate_Degree,other,Leo,No,1
26024,37.0,available,f,full_figured,rarely,162.56,Only_Dog,Active_working,Postgraduate_degree,other,Pisces,No,2
26029,43.0,single,f,thin,socially,165.1,Likes_Boths,Active_working,Graduate_Degree,other,Capricorn,No,0
26031,44.0,single,m,average,socially,175.26,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Virgo,Yes,1
26032,42.0,single,m,skinny,socially,182.88,Likes_Boths,Active_working,High_School,christianity,Sagittarius,No,1
26038,20.0,single,m,a_little_extra,socially,165.1,Likes_Boths,Active_working,High_School,other,Leo,No,2
26045,28.0,single,m,a_little_extra,socially,177.8,Only_Cat,Active_working,High_School,other,Gemini,No,3
26047,28.0,single,m,athletic,socially,172.72,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Scorpio,No,3
26048,40.0,single,f,average,often,165.1,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Aries,Yes,2
26050,37.0,single,f,a_little_extra,socially,172.72,Likes_Boths,Active_working,Postgraduate_degree,atheism,Cancer,No,3
26051,36.0,single,f,curvy,socially,160.02,Only_Cat,Active_working,Graduate_Degree,other,Pisces,Yes,2
26052,65.0,single,m,thin,not at all,180.34,Likes_Boths,Active_working,High_School,buddhism,Virgo,No,1
26054,28.0,single,m,average,not at all,177.8,Likes_Boths,Active_working,Graduate_Degree,atheism,Taurus,No,3
26056,37.0,single,m,fit,socially,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,buddhism,Virgo,No,1
26057,42.0,single,f,average,socially,170.18,Likes_Boths,Active_working,Postgraduate_degree,other,Gemini,No,0
26061,29.0,single,m,fit,socially,185.42000000000002,Likes_Boths,Active_working,Postgraduate_degree,christianity,Cancer,No,4
26063,29.0,single,m,average,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,atheism,Gemini,No,4
26065,38.0,available,m,fit,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,atheism,Gemini,No,1
26066,31.0,single,m,fit,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Taurus,Yes,4
26067,28.0,single,m,fit,socially,182.88,Only_Dog,Active_working,Graduate_Degree,judaism,Aries,No,4
26069,26.0,single,f,average,socially,165.1,Only_Cat,Active_working,Graduate_Degree,agnosticism,Libra,No,2
26072,20.0,single,f,athletic,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,atheism,Libra,No,2
26075,31.0,available,m,average,often,177.8,Likes_Boths,Student,Postgraduate_degree,buddhism,Virgo,No,3
26076,26.0,single,m,skinny,socially,195.58,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Virgo,No,4
26081,25.0,single,m,fit,socially,187.96,Likes_Boths,Active_working,Graduate_Degree,catholicism,Pisces,No,4
26082,18.0,single,m,athletic,not at all,180.34,Likes_Boths,Student,Graduate_Degree,atheism,Scorpio,Yes,4
26083,27.0,single,f,thin,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Pisces,No,2
26084,27.0,single,f,average,socially,167.64000000000001,Only_Dog,Active_working,Graduate_Degree,agnosticism,Sagittarius,No,2
26087,35.0,single,m,athletic,not at all,172.72,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Capricorn,No,3
26088,44.0,single,f,full_figured,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,other,Capricorn,Yes,0
26090,51.0,single,f,athletic,socially,170.18,Only_Dog,Active_working,Graduate_Degree,judaism,Leo,No,0
26093,43.0,single,f,a_little_extra,socially,172.72,Likes_Boths,Active_working,Graduate_Degree,other,Capricorn,No,0
26094,30.0,single,m,average,socially,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,agnosticism,Sagittarius,No,4
26098,32.0,single,m,average,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Sagittarius,No,3
26104,30.0,single,m,full_figured,rarely,193.04,Only_Dog,Active_working,Graduate_Degree,atheism,Pisces,Yes,4
26105,35.0,single,m,athletic,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,buddhism,Gemini,No,3
26108,30.0,single,m,fit,socially,170.18,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Taurus,No,3
26109,37.0,single,m,fit,desperately,182.88,Only_Dog,Active_working,Graduate_Degree,atheism,Scorpio,Yes,1
26111,49.0,single,f,fit,rarely,167.64000000000001,Only_Dog,Active_working,Postgraduate_degree,other,Cancer,No,0
26114,25.0,single,m,fit,often,175.26,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Taurus,No,3
26116,33.0,single,f,thin,socially,180.34,Only_Dog,Active_working,Graduate_Degree,judaism,Taurus,No,4
26119,35.0,single,m,average,often,180.34,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Pisces,No,3
26124,49.0,single,m,average,rarely,180.34,Only_Dog,Active_working,Graduate_Degree,catholicism,Gemini,No,1
26125,22.0,single,m,average,socially,175.26,Likes_Boths,Student,Graduate_Degree,atheism,Cancer,No,3
26129,21.0,single,m,athletic,socially,162.56,Only_Dog,Student,Graduate_Degree,christianity,Libra,No,2
26130,33.0,single,m,average,socially,187.96,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Libra,No,4
26131,66.0,single,f,fit,socially,157.48,Likes_Boths,Active_working,Postgraduate_degree,other,Gemini,No,0
26135,19.0,single,m,fit,not at all,170.18,Likes_Boths,Student,Graduate_Degree,atheism,Scorpio,Yes,3
26139,32.0,single,m,average,often,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,other,Aries,No,4
26145,44.0,single,m,athletic,not at all,187.96,Only_Dog,Active_working,Graduate_Degree,other,Leo,No,1
26154,25.0,single,m,fit,socially,175.26,Only_Dog,Active_working,Graduate_Degree,agnosticism,Pisces,No,3
26156,30.0,single,f,average,socially,162.56,Likes_Boths,Active_working,Postgraduate_degree,atheism,Cancer,No,2
26157,38.0,single,m,a_little_extra,rarely,162.56,Likes_Boths,Active_working,Graduate_Degree,catholicism,Virgo,No,2
26162,28.0,single,f,curvy,socially,172.72,Likes_Boths,Active_working,Postgraduate_degree,catholicism,Sagittarius,No,3
26165,24.0,single,m,average,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Libra,No,3
26166,26.0,single,f,fit,often,152.4,Likes_Boths,Active_working,High_School,atheism,Taurus,Yes,2
26168,51.0,single,f,curvy,socially,165.1,Likes_Boths,Active_working,Graduate_Degree,judaism,Leo,No,0
26169,44.0,single,m,average,rarely,182.88,Likes_Boths,Active_working,Graduate_Degree,christianity,Virgo,No,1
26171,22.0,single,m,athletic,socially,172.72,Only_Dog,Active_working,Graduate_Degree,catholicism,Virgo,Yes,3
26173,32.0,single,f,jacked,rarely,162.56,Only_Dog,Active_working,Graduate_Degree,other,Cancer,No,2
26180,33.0,single,f,jacked,rarely,160.02,Likes_Boths,Active_working,Graduate_Degree,other,Aries,No,2
26186,20.0,single,f,full_figured,socially,152.4,Likes_Boths,Student,Graduate_Degree,agnosticism,Leo,Yes,2
26190,38.0,single,f,fit,socially,170.18,Likes_Boths,Active_working,Postgraduate_degree,other,Libra,No,1
26191,33.0,single,m,jacked,desperately,148.59000000000003,Only_Dog,Active_working,High_School,other,Taurus,No,2
26194,34.0,single,m,fit,socially,175.26,Only_Dog,Active_working,Graduate_Degree,catholicism,Capricorn,No,3
26196,57.0,single,f,average,socially,167.64000000000001,Only_Cat,Active_working,Postgraduate_degree,agnosticism,Gemini,No,0
26197,24.0,single,m,average,socially,175.26,Only_Dog,Student,Postgraduate_degree,catholicism,Capricorn,Yes,3
26198,49.0,single,m,fit,often,170.18,Only_Dog,Active_working,Postgraduate_degree,christianity,Virgo,No,1
26201,29.0,single,m,average,often,165.1,Likes_Boths,Active_working,High_School,atheism,Sagittarius,No,2
26203,25.0,single,m,athletic,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,atheism,Taurus,No,4
26204,34.0,single,m,fit,socially,180.34,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Capricorn,No,3
26205,43.0,single,m,athletic,rarely,175.26,Only_Dog,Active_working,Graduate_Degree,christianity,Taurus,No,1
26206,22.0,single,m,a_little_extra,socially,180.34,Only_Cat,Active_working,High_School,atheism,Taurus,Yes,4
26210,26.0,single,m,a_little_extra,socially,175.26,Only_Cat,Student,Graduate_Degree,christianity,Aquarius,Yes,3
26214,52.0,single,f,full_figured,rarely,157.48,Likes_Boths,Active_working,Postgraduate_degree,judaism,Scorpio,No,0
26215,25.0,single,f,average,socially,175.26,Only_Dog,Active_working,Graduate_Degree,catholicism,Gemini,Yes,3
26219,38.0,single,f,fit,socially,172.72,Likes_Boths,Active_working,Graduate_Degree,other,Aquarius,No,1
26221,33.0,single,m,average,socially,187.96,Only_Dog,Active_working,Postgraduate_degree,christianity,Libra,Yes,4
26224,21.0,single,m,jacked,very often,172.72,Only_Dog,Student,Graduate_Degree,christianity,Gemini,Yes,3
26225,22.0,single,f,fit,socially,175.26,Likes_Boths,Active_working,High_School,agnosticism,Aries,No,3
26231,22.0,single,f,average,very often,160.02,Only_Dog,Student,Graduate_Degree,catholicism,Scorpio,No,2
26234,61.0,single,f,thin,rarely,154.94,Only_Cat,Active_working,Postgraduate_degree,judaism,Leo,No,0
26235,32.0,single,f,curvy,rarely,167.64000000000001,Only_Cat,Active_working,Graduate_Degree,christianity,Libra,No,2
26239,25.0,single,m,average,socially,172.72,Only_Dog,Active_working,Graduate_Degree,catholicism,Gemini,No,3
26242,27.0,single,m,athletic,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,other,Gemini,No,4
26243,45.0,single,m,fit,socially,175.26,Only_Dog,Active_working,Postgraduate_degree,christianity,Capricorn,No,1
26244,31.0,single,f,curvy,socially,167.64000000000001,Only_Dog,Active_working,Postgraduate_degree,agnosticism,Taurus,No,2
26253,34.0,single,f,average,socially,160.02,Likes_Boths,Active_working,Graduate_Degree,other,Gemini,No,2
26255,42.0,single,f,thin,socially,160.02,Likes_Boths,Active_working,Postgraduate_degree,judaism,Pisces,No,0
26259,37.0,single,f,athletic,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,catholicism,Libra,No,2
26260,22.0,single,f,skinny,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,buddhism,Aquarius,Yes,2
26261,40.0,single,f,average,rarely,157.48,Likes_Boths,Active_working,Graduate_Degree,atheism,Pisces,No,0
26262,27.0,single,f,fit,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Scorpio,No,2
26265,28.0,single,m,fit,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Taurus,No,2
26272,37.0,single,m,athletic,rarely,185.42000000000002,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Aquarius,No,4
26274,34.0,single,f,thin,socially,157.48,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Libra,No,2
26275,35.0,single,m,average,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,atheism,Scorpio,No,4
26282,26.0,single,m,fit,socially,175.26,Only_Dog,Active_working,Graduate_Degree,atheism,Cancer,No,3
26284,36.0,single,m,a_little_extra,socially,170.18,Likes_Boths,Active_working,Graduate_Degree,atheism,Gemini,No,3
26291,30.0,single,f,curvy,socially,157.48,Likes_Boths,Active_working,Graduate_Degree,other,Aquarius,No,2
26292,30.0,single,m,fit,socially,185.42000000000002,Only_Cat,Active_working,Postgraduate_degree,atheism,Aries,No,4
26293,26.0,single,m,average,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Pisces,No,3
26294,25.0,seeing someone,f,average,socially,160.02,Likes_Boths,Active_working,Postgraduate_degree,atheism,Cancer,No,2
26298,34.0,single,m,thin,socially,165.1,Only_Cat,Active_working,Graduate_Degree,other,Aquarius,Yes,2
26299,24.0,single,f,curvy,socially,162.56,Likes_Boths,Student,Graduate_Degree,agnosticism,Leo,Yes,2
26301,26.0,single,f,curvy,socially,160.02,Only_Dog,Active_working,Graduate_Degree,christianity,Cancer,Yes,2
26302,23.0,single,f,curvy,socially,154.94,Only_Dog,Student,Graduate_Degree,catholicism,Capricorn,No,2
26304,28.0,single,f,a_little_extra,not at all,162.56,Likes_Boths,Active_working,Graduate_Degree,islam,Capricorn,No,2
26305,30.0,seeing someone,f,curvy,socially,162.56,Only_Cat,Active_working,Graduate_Degree,agnosticism,Leo,No,2
26306,29.0,single,f,thin,socially,177.8,Only_Dog,Active_working,Graduate_Degree,agnosticism,Aries,No,3
26309,31.0,single,f,curvy,often,175.26,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Sagittarius,Yes,3
26312,20.0,single,m,a_little_extra,socially,193.04,Likes_Boths,Active_working,Graduate_Degree,atheism,Aquarius,Yes,4
26313,30.0,single,m,athletic,rarely,187.96,Likes_Boths,Active_working,Graduate_Degree,atheism,Pisces,Yes,4
26318,30.0,single,m,athletic,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,catholicism,Aries,No,3
26319,21.0,single,m,athletic,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,christianity,Sagittarius,No,4
26324,59.0,single,f,fit,often,167.64000000000001,Likes_Boths,Active_working,High_School,agnosticism,Capricorn,No,0
26325,25.0,seeing someone,f,overweight,socially,162.56,Likes_Boths,Active_working,Graduate_Degree,atheism,Virgo,No,2
